GEO.display-label; Total; Total_Male; Total_Female;Total_age0to17;Male_age0to17;Female_age0to17;Total_age18to64;Male_age18to64;Female_age18to64;Total_age65plus;Male_age65plus;Female_age65plus;Total_age85plusr;Male_age85plusr;Female_age85plusr
"Conejos County, Colorado";8200;4117;4083;2126;1051;1075;4492;2301;2191;1582;765;817;157;76;81
"Costilla County, Colorado";3828;1982;1846;724;375;349;2059;1060;999;1045;547;498;101;32;69
"Crowley County, Colorado";5858;4286;1572;687;348;339;4368;3535;833;803;403;400;101;36;65
"Custer County, Colorado";4954;2555;2399;685;359;326;2675;1367;1308;1594;829;765;89;34;55
"Delta County, Colorado";30953;15501;15452;6197;3131;3066;16732;8565;8167;8024;3805;4219;884;337;547
"Denver County, Colorado";716492;359590;356902;139926;71234;68692;492350;251477;240873;84216;36879;47337;10677;3758;6919
"Dolores County, Colorado";2074;1090;984;415;217;198;1139;588;551;520;285;235;50;24;26
"Douglas County, Colorado";342776;171127;171649;88978;45533;43445;212863;106552;106311;40935;19042;21893;3762;1460;2302
"Eagle County, Colorado";54993;29160;25833;11988;6214;5774;36649;19656;16993;6356;3290;3066;361;160;201
"Elbert County, Colorado";26282;13278;13004;5718;2912;2806;16253;8206;8047;4311;2160;2151;293;96;197
"El Paso County, Colorado";713856;360720;353136;172064;87839;84225;450729;232063;218666;91063;40818;50245;9550;3503;6047
"Fremont County, Colorado";48021;27722;20299;7839;3996;3843;29780;18655;11125;10402;5071;5331;1136;456;680
"Garfield County, Colorado";59770;30533;29237;15072;7678;7394;36840;19030;17810;7858;3825;4033;748;274;474
"Gilpin County, Colorado";6121;3212;2909;952;444;508;4134;2219;1915;1035;549;486;45;23;22
"Grand County, Colorado";15525;8319;7206;2609;1354;1255;10184;5447;4737;2732;1518;1214;189;92;97
"Gunnison County, Colorado";17246;9300;7946;2931;1511;1420;12079;6604;5475;2236;1185;1051;170;66;104
"Hinsdale County, Colorado";811;418;393;126;70;56;439;222;217;246;126;120;22;9;13
"Huerfano County, Colorado";6889;3513;3376;1122;616;506;3619;1778;1841;2148;1119;1029;253;112;141
"Jackson County, Colorado";1399;724;675;239;123;116;849;450;399;311;151;160;33;16;17
"Jefferson County, Colorado";580233;289294;290939;114515;58595;55920;370241;187548;182693;95477;43151;52326;10719;3879;6840
"Kiowa County, Colorado";1383;673;710;309;156;153;750;371;379;324;146;178;56;22;34
"Kit Carson County, Colorado";7163;3582;3581;1820;912;908;3958;2017;1941;1385;653;732;216;76;140
"Lake County, Colorado";7824;4207;3617;1561;791;770;5146;2827;2319;1117;589;528;90;43;47
"La Plata County, Colorado";56310;28411;27899;10684;5552;5132;35958;18105;17853;9668;4754;4914;849;334;515
"Larimer County, Colorado";350518;174991;175527;68703;35105;33598;226877;114635;112242;54938;25251;29687;6166;2205;3961
"Las Animas County, Colorado";14503;7572;6931;2727;1397;1330;8247;4467;3780;3529;1708;1821;402;130;272
"Lincoln County, Colorado";5610;3277;2333;1132;600;532;3493;2211;1282;985;466;519;164;64;100
"Logan County, Colorado";21528;12030;9498;3995;2090;1905;13709;8210;5499;3824;1730;2094;625;194;431
"Mesa County, Colorado";153207;75720;77487;33045;16949;16096;90924;45370;45554;29238;13401;15837;3684;1375;2309
"Mineral County, Colorado";776;385;391;115;55;60;419;204;215;242;126;116;22;11;11
"Moffat County, Colorado";13188;6763;6425;3418;1761;1657;7750;4029;3721;2020;973;1047;231;80;151
"Montezuma County, Colorado";26158;12901;13257;5756;2954;2802;14617;7160;7457;5785;2787;2998;647;255;392
"Montrose County, Colorado";42214;20815;21399;9120;4671;4449;23258;11532;11726;9836;4612;5224;1246;454;792
"Morgan County, Colorado";28558;14410;14148;7424;3764;3660;16712;8648;8064;4422;1998;2424;708;240;468
"Otero County, Colorado";18432;9025;9407;4410;2232;2178;10256;5095;5161;3766;1698;2068;478;176;302
"Ouray County, Colorado";4833;2446;2387;742;381;361;2777;1379;1398;1314;686;628;88;41;47
"Park County, Colorado";18556;9768;8788;2810;1464;1346;11953;6304;5649;3793;2000;1793;172;65;107
"Phillips County, Colorado";4286;2115;2171;1056;559;497;2264;1137;1127;966;419;547;206;72;134
"Pitkin County, Colorado";17950;9289;8661;2704;1362;1342;11764;6078;5686;3482;1849;1633;257;127;130
"Prowers County, Colorado";12164;6113;6051;3138;1618;1520;6883;3531;3352;2143;964;1179;290;108;182
"Pueblo County, Colorado";167529;82556;84973;37623;19339;18284;98918;49221;49697;30988;13996;16992;4028;1480;2548
"Rio Blanco County, Colorado";6336;3237;3099;1506;787;719;3845;1963;1882;985;487;498;126;50;76
"Rio Grande County, Colorado";11250;5624;5626;2550;1292;1258;6424;3233;3191;2276;1099;1177;288;116;172
"Routt County, Colorado";25733;13399;12334;4658;2350;2308;17101;8959;8142;3974;2090;1884;287;111;176
"Saguache County, Colorado";6843;3426;3417;1465;735;730;3806;1876;1930;1572;815;757;100;47;53
"San Juan County, Colorado";762;427;335;96;50;46;488;285;203;178;92;86;12;5;7
"San Miguel County, Colorado";8191;4359;3832;1438;746;692;5552;2954;2598;1201;659;542;61;30;31
"Sedgwick County, Colorado";2303;1137;1166;469;231;238;1230;623;607;604;283;321;106;37;69
"Summit County, Colorado";31007;16816;14191;5038;2649;2389;21734;11945;9789;4235;2222;2013;181;92;89
"Teller County, Colorado";25083;12734;12349;4255;2195;2060;15323;7703;7620;5505;2836;2669;287;119;168
"Washington County, Colorado";4909;2552;2357;1110;585;525;2783;1481;1302;1016;486;530;161;53;108
"Weld County, Colorado";314305;158475;155830;82497;42214;40283;193584;98395;95189;38224;17866;20358;3834;1486;2348
"Yuma County, Colorado";10020;4989;5031;2709;1371;1338;5460;2801;2659;1851;817;1034;277;93;184
"Fairfield County, Connecticut";943823;459748;484075;212038;108041;103997;581867;286738;295129;149918;64969;84949;23666;8077;15589
"Hartford County, Connecticut";892697;434117;458580;187304;95480;91824;552519;273324;279195;152874;65313;87561;23768;7931;15837
"Litchfield County, Connecticut";181111;89551;91560;32933;16924;16009;109676;54942;54734;38502;17685;20817;5000;1790;3210
"Middlesex County, Connecticut";162682;79242;83440;28777;14761;14016;100838;49838;51000;33067;14643;18424;4889;1696;3193
"New Haven County, Connecticut";857620;413494;444126;173046;88452;84594;535688;261306;274382;148886;63736;85150;22603;7428;15175
"New London County, Connecticut";266784;133702;133082;51733;26464;25269;166440;85255;81185;48611;21983;26628;6515;2306;4209
"Tolland County, Connecticut";150921;75598;75323;26160;13383;12777;100916;51131;49785;23845;11084;12761;2969;1112;1857
"Windham County, Connecticut";117027;57943;59084;23202;11873;11329;74407;37325;37082;19418;8745;10673;2461;823;1638
"Kent County, Delaware";178550;86023;92527;40805;20593;20212;107262;51865;55397;30483;13565;16918;3151;1218;1933
"New Castle County, Delaware";559335;271123;288212;120227;60997;59230;352080;172393;179687;87028;37733;49295;10934;3932;7002
"Sussex County, Delaware";229286;110781;118505;42584;21496;21088;123127;59688;63439;63575;29597;33978;5752;2169;3583
"District of Columbia, District of Columbia";702455;333307;369148;127494;64395;63099;489658;234074;255584;85303;34838;50465;12153;4006;8147
"Alachua County, Florida";269956;130428;139528;48541;24588;23953;183579;89172;94407;37836;16668;21168;4599;1659;2940
"Baker County, Florida";28355;14917;13438;6715;3410;3305;17625;9666;7959;4015;1841;2174;372;141;231
"Bay County, Florida";185287;91929;93358;39761;20152;19609;113848;57278;56570;31678;14499;17179;3803;1572;2231
"Bradford County, Florida";27732;15318;12414;5436;2783;2653;17361;10359;7002;4935;2176;2759;611;206;405
"Brevard County, Florida";596849;291903;304946;108913;55942;52971;346591;171221;175370;141345;64740;76605;18607;7464;11143
"Broward County, Florida";1951260;950568;1000692;412789;209292;203497;1214158;598453;615705;324313;142823;181490;46114;16928;29186
"Calhoun County, Florida";14587;7962;6625;2924;1487;1437;9032;5250;3782;2631;1225;1406;310;118;192
"Charlotte County, Florida";184998;90256;94742;22067;11433;10634;88537;43107;45430;74394;35716;38678;9602;4320;5282
"Citrus County, Florida";147929;71714;76215;22036;11203;10833;72188;34865;37323;53705;25646;28059;6272;2779;3493
"Clay County, Florida";216072;106560;109512;50209;25819;24390;131759;64995;66764;34104;15746;18358;3073;1115;1958
"Collier County, Florida";378488;186769;191719;64794;33275;31519;191759;95722;96037;121935;57772;64163;17249;8200;9049
"Columbia County, Florida";70503;36366;34137;15312;7782;7530;41877;22405;19472;13314;6179;7135;1486;589;897
"DeSoto County, Florida";37489;21230;16259;7099;3711;3388;22073;13448;8625;8317;4071;4246;1068;498;570
"Dixie County, Florida";16700;9244;7456;3035;1582;1453;9716;5640;4076;3949;2022;1927;371;174;197
"Duval County, Florida";950181;460434;489747;214676;109448;105228;602022;293668;308354;133483;57318;76165;14914;4800;10114
"Escambia County, Florida";315534;156179;159355;65784;33595;32189;196602;99205;97397;53148;23379;29769;6061;2202;3859
"Flagler County, Florida";112067;53927;58140;18884;9673;9211;58755;27896;30859;34428;16358;18070;3697;1589;2108
"Franklin County, Florida";11736;6545;5191;1888;981;907;7034;4141;2893;2814;1423;1391;215;105;110
"Gadsden County, Florida";45894;21790;24104;10097;5042;5055;27600;13194;14406;8197;3554;4643;891;324;567
"Gilchrist County, Florida";18256;9429;8827;3703;1890;1813;10812;5868;4944;3741;1671;2070;483;154;329
"Glades County, Florida";13724;7719;6005;2080;1057;1023;7900;4766;3134;3744;1896;1848;381;207;174
"Gulf County, Florida";16164;9461;6703;2500;1295;1205;10177;6485;3692;3487;1681;1806;337;151;186
"Hamilton County, Florida";14310;8283;6027;2707;1406;1301;9028;5697;3331;2575;1180;1395;290;104;186
"Hardee County, Florida";27245;14376;12869;7141;3704;3437;15572;8480;7092;4532;2192;2340;547;238;309
"Hendry County, Florida";41556;22163;19393;10964;5820;5144;24880;13465;11415;5712;2878;2834;731;324;407
"Hernando County, Florida";190865;91975;98890;34957;17607;17350;103496;50040;53456;52412;24328;28084;6445;2687;3758
"Highlands County, Florida";105424;51515;53909;17970;9076;8894;50232;24932;25300;37222;17507;19715;5501;2512;2989
"Hillsborough County, Florida";1436888;702940;733948;323986;166454;157532;907587;445925;461662;205315;90561;114754;23732;8703;15029
"Holmes County, Florida";19477;10336;9141;3938;2048;1890;11668;6529;5139;3871;1759;2112;419;170;249
"Indian River County, Florida";157413;75421;81992;25219;12932;12287;80175;38662;41513;52019;23827;28192;7562;3283;4279
"Jackson County, Florida";48305;26615;21690;8961;4703;4258;29920;17686;12234;9424;4226;5198;1134;411;723
"Jefferson County, Florida";14288;7491;6797;2431;1266;1165;8495;4664;3831;3362;1561;1801;370;123;247
"Lafayette County, Florida";8732;4986;3746;1771;842;929;5560;3479;2081;1401;665;736;160;64;96
"Lake County, Florida";356495;172515;183980;68268;34814;33454;193118;94003;99115;95109;43698;51411;11223;4694;6529
"Lee County, Florida";754610;369372;385238;132623;67893;64730;406093;198648;207445;215894;102831;113063;26050;11548;14502
"Leon County, Florida";292502;138642;153860;54472;27747;26725;198875;93804;105071;39155;17091;22064;4223;1465;2758
"Levy County, Florida";40770;19903;20867;7956;4113;3843;22711;10949;11762;10103;4841;5262;889;401;488
"Liberty County, Florida";8457;5215;3242;1512;801;711;5716;3811;1905;1229;603;626;102;41;61
"Madison County, Florida";18529;9799;8730;3492;1828;1664;11239;6212;5027;3798;1759;2039;416;132;284
"Manatee County, Florida";394855;190647;204208;72121;36551;35570;214561;103889;110672;108173;50207;57966;14617;6337;8280
"Marion County, Florida";359977;172642;187335;66922;34173;32749;188877;90426;98451;104178;48043;56135;11649;5038;6611
"Martin County, Florida";160912;79518;81394;26388;13457;12931;84834;43094;41740;49690;22967;26723;8058;3498;4560
"Miami-Dade County, Florida";2761581;1340718;1420863;558250;283994;274256;1755219;870416;884803;448112;186308;261804;64317;22311;42006
"Monroe County, Florida";75027;39005;36022;11361;5769;5592;46400;24238;22162;17266;8998;8268;1723;797;926
"Nassau County, Florida";85832;42254;43578;16943;8717;8226;49847;24449;25398;19042;9088;9954;1756;753;1003
"Okaloosa County, Florida";207269;104997;102272;46083;23487;22596;127997;66394;61603;33189;15116;18073;3614;1397;2217
"Okeechobee County, Florida";41537;22289;19248;8844;4661;4183;24475;13618;10857;8218;4010;4208;942;437;505
"Orange County, Florida";1380645;677345;703300;305917;156078;149839;909908;449158;460750;164820;72109;92711;19063;6785;12278
"Osceola County, Florida";367990;181463;186527;89835;46107;43728;229550;113764;115786;48605;21592;27013;4736;1800;2936
"Palm Beach County, Florida";1485941;720762;765179;283456;144656;138800;847219;418617;428602;355266;157489;197777;63211;26555;36656
"Pasco County, Florida";539630;262406;277224;109651;55952;53699;307874;150555;157319;122105;55899;66206;14844;6008;8836
"Pinellas County, Florida";975280;467828;507452;157672;80316;77356;575967;279993;295974;241641;107519;134122;36697;13822;22875
"Polk County, Florida";708009;346929;361080;156487;80214;76273;408380;200892;207488;143142;65823;77319;16058;6743;9315
"Putnam County, Florida";74163;36699;37464;15875;8188;7687;41084;20290;20794;17204;8221;8983;1857;776;1081
"St. Johns County, Florida";254261;124017;130244;55165;28120;27045;147616;71997;75619;51480;23900;27580;5574;2210;3364
"St. Lucie County, Florida";321128;156975;164153;63294;32915;30379;180331;88021;92310;77503;36039;41464;9805;4200;5605
"Santa Rosa County, Florida";179349;91404;87945;39352;20195;19157;111352;57790;53562;28645;13419;15226;2533;1015;1518
"Sarasota County, Florida";426718;203342;223376;60616;31149;29467;209593;100558;109035;156509;71635;84874;24207;10270;13937
"Seminole County, Florida";467832;226010;241822;98309;49761;48548;296990;145046;151944;72533;31203;41330;9435;3373;6062
"Sumter County, Florida";128754;64194;64560;9102;4618;4484;45506;24166;21340;74146;35410;38736;5574;2750;2824
"Suwannee County, Florida";44191;22743;21448;9409;4807;4602;25340;13505;11835;9442;4431;5011;1157;429;728
"Taylor County, Florida";21623;11798;9825;4357;2236;2121;12846;7477;5369;4420;2085;2335;429;180;249
"Union County, Florida";14940;9623;5317;2902;1492;1410;9801;6937;2864;2237;1194;1043;163;74;89
"Volusia County, Florida";547538;267217;280321;96836;49477;47359;316969;156625;160344;133733;61115;72618;16979;6658;10321
"Wakulla County, Florida";32461;17327;15134;6945;3572;3373;20430;11275;9155;5086;2480;2606;402;153;249
"Walton County, Florida";71375;36080;35295;14423;7300;7123;42275;21776;20499;14677;7004;7673;1340;562;778
"Washington County, Florida";24880;13350;11530;4955;2479;2476;15562;8842;6720;4363;2029;2334;369;159;210
"Appling County, Georgia";18507;9240;9267;4574;2316;2258;10744;5468;5276;3189;1456;1733;327;105;222
"Atkinson County, Georgia";8297;4188;4109;2183;1108;1075;4947;2515;2432;1167;565;602;88;42;46
"Bacon County, Georgia";11185;5468;5717;2850;1409;1441;6541;3287;3254;1794;772;1022;155;40;115
"Baker County, Georgia";3092;1529;1563;598;296;302;1798;909;889;696;324;372;97;40;57
"Baldwin County, Georgia";44823;22742;22081;8411;4286;4125;29235;15094;14141;7177;3362;3815;735;326;409
"Banks County, Georgia";18988;9645;9343;4238;2251;1987;11429;5838;5591;3321;1556;1765;242;107;135
"Barrow County, Georgia";80809;39597;41212;20962;10661;10301;49789;24590;25199;10058;4346;5712;943;304;639
"Bartow County, Georgia";106408;52478;53930;25682;13140;12542;65810;32662;33148;14916;6676;8240;1377;485;892
"Ben Hill County, Georgia";16787;7965;8822;4140;2072;2068;9708;4700;5008;2939;1193;1746;298;100;198
"Berrien County, Georgia";19252;9454;9798;4665;2349;2316;11295;5610;5685;3292;1495;1797;358;132;226
"Bibb County, Georgia";153095;71847;81248;37623;19230;18393;91596;42818;48778;23876;9799;14077;2871;880;1991
"Bleckley County, Georgia";12838;6124;6714;2620;1368;1252;8055;3833;4222;2163;923;1240;306;101;205
"Brantley County, Georgia";18897;9312;9585;4437;2286;2151;11320;5597;5723;3140;1429;1711;273;105;168
"Brooks County, Georgia";15513;7569;7944;3380;1744;1636;9057;4461;4596;3076;1364;1712;248;103;145
"Bryan County, Georgia";38109;18795;19314;11160;5726;5434;22899;11236;11663;4050;1833;2217;374;132;242
"Bulloch County, Georgia";77296;37919;39377;15446;7755;7691;52990;26209;26781;8860;3955;4905;837;309;528
"Burke County, Georgia";22423;10682;11741;5842;2950;2892;13084;6223;6861;3497;1509;1988;324;115;209
"Butts County, Georgia";24193;12774;11419;5031;2493;2538;15400;8682;6718;3762;1599;2163;397;97;300
"Calhoun County, Georgia";6352;3830;2522;1111;561;550;4246;2832;1414;995;437;558;156;24;132
"Camden County, Georgia";53677;27469;26208;13088;6717;6371;33270;17368;15902;7319;3384;3935;550;223;327
"Candler County, Georgia";10836;5313;5523;2710;1393;1317;6174;3010;3164;1952;910;1042;174;54;120
"Carroll County, Georgia";118121;57613;60508;28076;14469;13607;73965;36101;37864;16080;7043;9037;1461;447;1014
"Catoosa County, Georgia";67420;32610;34810;15433;7984;7449;40033;19519;20514;11954;5107;6847;1201;419;782
"Charlton County, Georgia";12968;7436;5532;2492;1212;1280;8404;5229;3175;2072;995;1077;228;95;133
"Chatham County, Georgia";289195;138978;150217;61279;31140;30139;183438;88656;94782;44478;19182;25296;5239;1794;3445
"Chattahoochee County, Georgia";10684;6843;3841;2337;1226;1111;7831;5382;2449;516;235;281;59;20;39
"Chattooga County, Georgia";24790;12680;12110;5555;2868;2687;14881;7872;7009;4354;1940;2414;518;162;356
"Cherokee County, Georgia";254149;125168;128981;62093;31940;30153;156676;77392;79284;35380;15836;19544;2706;921;1785
"Clarke County, Georgia";127330;60322;67008;21989;11147;10842;91382;43387;47995;13959;5788;8171;1587;499;1088
"Clay County, Georgia";2887;1362;1525;588;301;287;1525;715;810;774;346;428;82;25;57
"Clayton County, Georgia";289615;135554;154061;80559;40804;39755;182059;83369;98690;26997;11381;15616;1894;633;1261
"Clinch County, Georgia";6648;3232;3416;1693;877;816;3878;1869;2009;1077;486;591;80;38;42
"Cobb County, Georgia";756865;366600;390265;178546;90237;88309;485542;235805;249737;92777;40558;52219;8948;3063;5885
